customer_id,acquisition_channel,total_orders,avg_order_value,total_spend,days_since_last_order,cart_abandonment_count,email_open_rate,first_purchase_date,churn_date,churned
4371,Social Media,6,20.09,120.54,50,6,78.3,2026-07-12,,0
4372,Social Media,3,53.05,159.15,87,3,53.4,2025-10-07,,0
4373,Social Media,7,24.32,170.24,100,1,81.6,2025-11-05,,0
4374,Organic,17,114.59,1948.03,90,3,91.4,2026-02-17,,0
4375,Social Media,13,67.62,879.06,120,4,24.4,2025-09-29,2025-11-30,1
4376,Email,9,50.06,450.54,63,4,56.1,2026-03-16,,0
4377,Social Media,5,36.91,184.55,52,2,53.0,2026-02-18,,0
4378,Organic,1,22.97,22.97,168,8,0.0,2025-11-18,2025-12-03,1
4379,Social Media,14,55.91,782.74,10,2,86.3,2025-12-12,,0
4380,Paid Search,13,45.91,596.83,63,3,72.0,2026-02-11,,0
4381,Organic,13,88.02,1144.26,90,3,60.9,2025-11-19,,0
4382,Paid Search,12,27.79,333.48,60,4,35.9,2025-10-08,2026-05-03,1
4383,Email,10,18.71,187.1,49,2,48.1,2026-01-07,2026-05-09,1
4384,Paid Search,12,69.8,837.6,129,6,22.9,2025-10-10,,0
4385,Email,2,80.03,160.06,115,4,49.4,2026-04-03,,0
4386,Paid Search,10,182.76,1827.6,62,2,56.1,2026-02-19,,0
4387,Paid Search,3,10.0,30.0,139,0,35.5,2026-01-07,2026-07-17,1
4388,Organic,10,110.48,1104.8,70,4,49.7,2026-02-03,,0
4389,Social Media,8,42.97,343.76,52,1,2.8,2026-06-27,,0
4390,Organic,16,29.07,465.12,38,1,73.3,2026-03-18,,0
4391,Paid Search,11,67.58,743.38,64,2,42.0,2026-07-13,,0
4392,Organic,1,47.32,47.32,147,3,0.0,2025-12-23,,0
4393,Paid Search,6,46.77,280.62,45,1,33.9,2025-11-13,,0
4394,Paid Search,12,10.0,120.0,60,2,58.9,2025-12-25,,0
4395,Organic,7,113.19,792.33,47,2,74.4,2025-10-20,2026-08-08,1
4396,Organic,4,17.44,69.76,43,2,33.2,2026-01-06,2026-06-07,1
4397,Email,8,29.64,237.12,83,1,67.4,2026-04-15,,0
4398,Organic,8,24.4,195.2,129,5,45.9,2026-08-09,2026-08-16,1
4399,Paid Search,2,71.97,143.94,180,6,19.6,2026-08-19,2026-08-20,1
4400,Paid Search,15,27.71,415.65,72,2,58.7,2025-09-14,2026-04-16,1
4401,Paid Search,9,23.67,213.03,109,3,70.5,2025-11-20,,0
4402,Social Media,14,59.38,831.32,0,1,66.5,2026-05-01,,0
4403,Organic,7,51.8,362.6,87,2,2.2,2025-09-17,,0
4404,Paid Search,12,25.97,311.64,78,2,37.3,2026-06-03,,0
4405,Social Media,15,10.0,150.0,59,1,69.5,2025-11-23,,0
4406,Paid Search,5,67.8,339.0,141,2,35.5,2026-06-15,2026-07-19,1
4407,Email,3,47.43,142.29,73,1,34.8,2025-12-15,,0
4408,Email,1,10.0,10.0,70,3,26.2,2026-08-06,,0
4409,Organic,12,125.88,1510.56,20,0,56.0,2025-12-25,,0
4410,Paid Search,1,12.14,12.14,102,2,32.6,2026-03-18,2026-05-26,1
4411,Organic,13,21.88,284.44,107,3,54.1,2026-01-31,,0
4412,Organic,9,26.2,235.8,93,0,36.2,2026-08-16,,0
4413,Paid Search,3,25.27,75.81,141,2,55.3,2026-04-19,,0
4414,Social Media,1,11.97,11.97,90,1,15.9,2026-07-04,,0
4415,Paid Search,13,12.35,160.55,26,1,56.3,2026-01-18,2026-04-21,1
4416,Organic,4,44.58,178.32,66,3,49.1,2026-08-30,2026-08-30,1
4417,Organic,1,74.32,74.32,119,4,42.9,2025-10-05,2026-01-12,1
4418,Email,10,42.57,425.7,42,0,73.8,2026-06-29,,0
4419,Email,10,54.26,542.6,37,6,67.1,2026-02-22,,0
4420,Organic,10,23.83,238.3,119,3,50.0,2025-09-02,,0
4421,Social Media,12,40.08,480.96,97,1,25.6,2026-04-04,2026-06-23,1
4422,Paid Search,10,68.48,684.8,118,3,43.2,2026-02-15,2026-06-08,1
4423,Social Media,14,56.73,794.22,45,0,76.7,2025-09-15,,0
4424,Social Media,21,22.74,477.54,0,2,79.6,2026-08-07,2026-08-31,1
4425,Email,10,12.3,123.0,50,0,83.6,2026-02-07,,0
4426,Organic,9,10.0,90.0,35,0,100.0,2026-02-07,,0
4427,Paid Search,5,142.63,713.15,116,4,38.1,2025-12-10,2026-05-26,1
4428,Email,9,130.34,1173.06,67,2,64.4,2026-01-24,,0
4429,Organic,1,44.67,44.67,161,7,0.0,2026-03-09,2026-04-12,1
4430,Organic,7,52.63,368.41,16,0,35.5,2026-02-13,,0
4431,Social Media,7,121.6,851.2,78,1,47.7,2026-05-20,,0
4432,Social Media,5,22.7,113.5,118,6,23.5,2026-05-01,2026-06-09,1
4433,Social Media,15,10.0,150.0,121,2,35.5,2025-09-19,,0
4434,Social Media,9,117.69,1059.21,44,2,100.0,2026-01-04,,0
4435,Social Media,1,36.37,36.37,90,4,25.8,2025-12-25,2026-05-01,1
4436,Organic,10,24.36,243.6,37,3,72.8,2026-07-10,,0
4437,Social Media,8,72.49,579.92,121,2,24.1,2026-04-12,,0
4438,Social Media,13,32.88,427.44,56,0,93.8,2026-06-12,,0
4439,Email,7,113.33,793.31,27,5,42.7,2025-09-19,,0
4440,Organic,9,66.55,598.95,52,5,31.2,2025-09-02,,0
4441,Organic,19,25.92,492.48,22,0,78.6,2026-05-01,,0
4442,Social Media,5,24.0,120.0,55,2,17.7,2026-04-02,,0
4443,Organic,6,57.9,347.4,81,4,52.1,2025-12-24,2026-05-10,1
4444,Organic,14,28.52,399.28,61,2,69.1,2026-07-09,,0
4445,Email,2,32.78,65.56,166,5,31.3,2026-02-08,2026-02-10,1
4446,Paid Search,1,57.61,57.61,130,5,9.1,2026-06-13,,0
4447,Paid Search,8,111.69,893.52,75,4,64.2,2026-02-20,2026-06-05,1
4448,Organic,12,63.7,764.4,102,2,48.9,2025-12-10,,0
4449,Organic,7,30.33,212.31,77,7,54.5,2025-12-05,,0
4450,Social Media,12,25.33,303.96,116,2,37.2,2026-07-20,,0
4451,Paid Search,7,60.84,425.88,150,6,6.1,2026-05-18,,0
4452,Organic,7,81.14,567.98,103,1,37.5,2026-04-24,2026-05-26,1
4453,Paid Search,4,31.61,126.44,112,3,27.3,2025-12-10,,0
4454,Organic,13,38.31,498.03,77,5,57.0,2026-05-04,,0
4455,Organic,10,10.92,109.2,108,1,79.5,2026-03-15,,0
4456,Organic,20,11.84,236.8,62,4,41.2,2026-06-09,2026-08-07,1
4457,Paid Search,13,33.95,441.35,63,2,87.2,2026-04-28,,0
4458,Organic,17,10.0,170.0,14,0,74.0,2026-03-10,,0
4459,Paid Search,5,93.95,469.75,100,2,42.9,2026-06-16,2026-07-18,1
4460,Paid Search,10,14.07,140.7,72,1,67.7,2026-07-22,,0
4461,Paid Search,12,29.19,350.28,18,0,83.5,2026-07-11,,0
4462,Organic,17,10.0,170.0,38,1,86.4,2026-03-18,,0
4463,Organic,5,74.28,371.4,150,8,11.8,2026-07-03,2026-07-09,1
4464,Organic,12,85.47,1025.64,75,0,30.1,2026-08-20,,0
4465,Paid Search,13,42.56,553.28,60,0,65.7,2025-10-31,2026-02-28,1
4466,Social Media,11,51.42,565.62,30,1,66.5,2025-09-11,,0
4467,Organic,16,13.71,219.36,0,0,97.0,2026-02-26,,0
4468,Social Media,7,83.76,586.32,33,4,49.1,2026-01-23,2026-06-23,1
4469,Social Media,16,24.68,394.88,77,1,51.6,2026-07-02,,0
4470,Organic,11,33.46,368.06,54,1,93.4,2026-08-04,,0
4471,Organic,6,19.15,114.9,144,4,26.6,2026-08-02,2026-08-06,1
4472,Organic,15,20.37,305.55,57,0,79.1,2026-06-23,,0
4473,Organic,14,83.45,1168.3,24,0,100.0,2026-07-22,,0
4474,Paid Search,4,39.3,157.2,113,3,14.8,2025-12-06,,0
4475,Organic,6,25.2,151.2,123,4,47.4,2025-11-23,,0
4476,Email,12,52.49,629.88,0,0,67.6,2025-12-07,,0
4477,Paid Search,16,39.94,639.04,71,3,42.4,2026-05-19,,0
4478,Social Media,9,77.94,701.46,61,3,72.1,2026-04-20,,0
4479,Social Media,17,52.29,888.93,43,1,64.6,2026-04-23,,0
4480,Paid Search,14,30.53,427.42,76,3,22.7,2026-07-08,2026-08-19,1
4481,Email,6,50.62,303.72,110,3,53.8,2026-03-12,,0
4482,Email,18,72.11,1297.98,18,0,98.6,2026-02-17,,0
4483,Paid Search,5,34.22,171.1,87,2,37.9,2026-06-18,2026-06-24,1
4484,Organic,9,53.67,483.03,26,1,69.9,2026-05-23,,0
4485,Paid Search,10,112.05,1120.5,65,5,44.0,2026-03-13,,0
4486,Organic,9,43.03,387.27,123,2,32.1,2026-07-27,,0
4487,Paid Search,5,34.32,171.6,155,2,49.6,2026-01-29,,0
4488,Paid Search,10,27.39,273.9,81,1,59.3,2026-04-27,,0
4489,Paid Search,12,63.68,764.16,24,1,75.0,2025-12-15,,0
4490,Social Media,20,30.24,604.8,56,1,55.3,2025-11-30,2026-07-23,1
4491,Organic,1,62.76,62.76,92,6,51.6,2026-04-18,,0
4492,Paid Search,10,31.33,313.3,78,4,43.3,2026-04-24,,0
4493,Paid Search,10,28.7,287.0,75,0,50.0,2026-02-20,,0
4494,Social Media,1,70.91,70.91,78,9,17.6,2026-08-17,,0
4495,Social Media,10,81.6,816.0,79,1,53.5,2026-06-22,,0
4496,Organic,6,89.42,536.52,117,2,28.6,2026-07-19,,0
4497,Social Media,9,57.23,515.07,106,3,45.1,2026-05-20,2026-08-06,1
4498,Organic,16,58.25,932.0,60,3,93.1,2026-01-26,,0
4499,Social Media,10,40.83,408.3,75,4,9.0,2026-06-03,2026-06-10,1
4500,Social Media,13,10.0,130.0,92,0,32.3,2026-02-22,2026-06-07,1
4501,Paid Search,8,10.0,80.0,134,3,19.2,2025-12-22,2026-01-31,1
4502,Social Media,4,35.18,140.72,109,4,22.8,2025-12-28,2026-03-16,1
4503,Email,18,54.26,976.68,0,0,78.9,2026-02-19,,0
4504,Social Media,11,17.91,197.01,113,2,64.2,2026-02-04,,0
4505,Paid Search,2,21.8,43.6,107,3,40.5,2026-03-23,,0
4506,Social Media,5,30.59,152.95,48,0,55.1,2026-03-03,,0
4507,Paid Search,6,163.38,980.28,31,5,84.5,2025-11-14,,0
4508,Social Media,4,32.29,129.16,115,5,27.2,2026-03-11,,0
4509,Email,11,22.71,249.81,46,4,52.3,2026-04-25,,0
4510,Organic,10,89.54,895.4,31,4,100.0,2025-09-15,,0
4511,Organic,14,69.43,972.02,61,3,42.6,2025-10-01,,0
4512,Organic,4,51.3,205.2,150,4,17.5,2025-10-21,2025-10-29,1
4513,Organic,11,10.31,113.41,127,2,12.8,2025-11-05,,0
4514,Paid Search,13,37.06,481.78,95,1,50.9,2026-04-14,,0
4515,Organic,1,145.66,145.66,139,7,0.0,2025-09-15,2026-06-24,1
4516,Social Media,18,25.09,451.62,0,0,77.0,2026-01-05,,0
4517,Organic,17,24.57,417.69,0,0,80.8,2025-10-10,,0
4518,Organic,10,107.43,1074.3,105,3,64.0,2026-08-24,,0
4519,Social Media,1,44.88,44.88,123,5,29.6,2026-07-23,,0
4520,Paid Search,10,10.0,100.0,62,3,46.2,2026-08-24,,0
4521,Paid Search,7,16.22,113.54,106,0,86.8,2025-09-02,,0
4522,Social Media,12,48.53,582.36,129,3,23.4,2026-05-07,,0
4523,Email,13,29.35,381.55,0,1,64.8,2026-08-17,,0
4524,Social Media,14,36.83,515.62,75,4,28.8,2025-11-29,,0
4525,Organic,2,21.62,43.24,64,2,56.6,2025-11-16,,0
4526,Organic,8,33.53,268.24,63,3,51.8,2025-09-28,2026-02-09,1
4527,Email,12,19.28,231.36,104,2,42.9,2026-02-01,2026-07-22,1
4528,Social Media,10,136.63,1366.3,60,1,88.1,2025-12-25,,0
4529,Social Media,10,12.55,125.5,31,2,57.8,2026-01-18,,0
4530,Social Media,4,29.99,119.96,120,5,23.4,2025-12-17,,0
4531,Organic,8,21.12,168.96,97,3,82.2,2026-02-24,,0
4532,Paid Search,17,41.54,706.18,26,0,48.3,2026-08-20,,0
4533,Social Media,1,14.13,14.13,99,5,37.8,2026-07-01,,0
4534,Email,12,109.71,1316.52,37,3,73.1,2025-09-26,,0
4535,Organic,11,161.03,1771.33,104,3,76.2,2026-08-14,,0
4536,Social Media,12,61.35,736.2,16,0,46.5,2026-07-31,,0
4537,Organic,7,56.39,394.73,69,2,54.4,2025-11-12,,0
4538,Email,14,12.77,178.78,76,7,32.4,2025-09-20,,0
4539,Organic,10,95.21,952.1,127,5,11.0,2026-03-21,,0
4540,Social Media,4,14.89,59.56,69,1,44.9,2026-07-11,,0
4541,Organic,12,21.8,261.6,0,0,100.0,2026-01-29,,0
4542,Social Media,1,54.97,54.97,96,4,38.7,2026-08-19,2026-08-24,1
4543,Social Media,17,90.47,1537.99,42,0,72.4,2026-04-22,,0
4544,Paid Search,11,95.17,1046.87,59,2,66.8,2026-02-07,2026-05-04,1
4545,Email,13,36.58,475.54,47,2,54.0,2025-10-14,,0
4546,Email,5,20.37,101.85,87,0,42.2,2026-07-21,,0
4547,Email,2,39.87,79.74,124,3,48.0,2026-01-22,2026-05-01,1
4548,Paid Search,11,29.28,322.08,65,1,39.5,2026-08-21,2026-08-24,1
4549,Social Media,3,57.52,172.56,84,5,47.8,2026-03-15,,0
4550,Social Media,7,51.19,358.33,126,2,16.8,2025-12-31,2026-03-25,1
4551,Social Media,7,20.0,140.0,37,0,84.3,2026-08-18,,0
4552,Paid Search,2,96.24,192.48,148,2,38.2,2025-12-05,2026-04-19,1
4553,Social Media,19,62.0,1178.0,19,0,96.7,2025-09-06,,0
4554,Organic,3,74.82,224.46,110,4,13.5,2026-05-17,,0
4555,Paid Search,6,24.89,149.34,138,7,13.4,2025-11-28,,0
4556,Organic,1,67.56,67.56,170,5,20.0,2026-02-18,2026-05-05,1
4557,Organic,1,73.03,73.03,164,8,24.4,2025-09-30,,0
4558,Organic,3,48.74,146.22,158,2,21.3,2026-01-30,2026-02-23,1
4559,Organic,18,30.0,540.0,46,2,82.8,2025-11-11,,0
4560,Social Media,13,42.11,547.43,0,0,77.9,2026-07-04,,0
4561,Paid Search,11,60.88,669.68,109,6,40.3,2026-05-30,,0
4562,Organic,14,92.57,1295.98,109,2,28.0,2026-03-24,,0
4563,Social Media,8,10.0,80.0,95,1,68.1,2025-10-06,2026-01-31,1
4564,Email,4,44.2,176.8,109,3,40.5,2026-01-11,,0
4565,Email,10,10.0,100.0,95,4,100.0,2026-06-15,2026-07-04,1
4566,Email,2,63.45,126.9,105,4,61.4,2025-10-12,,0
4567,Email,9,80.0,720.0,70,3,63.5,2026-01-18,,0
4568,Social Media,14,25.38,355.32,84,5,54.4,2026-04-01,,0
4569,Email,18,24.11,433.98,22,0,82.8,2026-04-13,,0
4570,Email,5,32.25,161.25,86,2,35.6,2025-12-19,,0
4571,Paid Search,11,38.68,425.48,49,4,62.9,2025-10-14,,0
4572,Email,10,20.1,201.0,75,1,12.4,2026-03-01,2026-05-16,1
4573,Social Media,15,54.55,818.25,17,3,67.4,2025-10-27,,0
4574,Social Media,11,91.19,1003.09,45,3,75.7,2025-12-16,,0
4575,Email,24,26.23,629.52,3,0,100.0,2026-08-05,,0
4576,Paid Search,6,10.0,60.0,169,3,4.4,2025-11-17,2025-12-14,1
4577,Paid Search,8,33.69,269.52,148,4,15.6,2026-02-08,2026-05-25,1
4578,Social Media,1,46.57,46.57,174,5,15.7,2026-02-19,2026-03-20,1
4579,Social Media,4,30.2,120.8,125,1,44.9,2026-01-20,,0
4580,Email,1,50.72,50.72,132,4,3.6,2026-08-09,,0
4581,Email,5,87.2,436.0,85,4,5.4,2025-10-04,,0
4582,Social Media,4,19.58,78.32,84,1,59.8,2025-10-16,,0
4583,Email,6,154.44,926.64,158,3,14.3,2025-09-01,2026-04-21,1
4584,Organic,13,57.97,753.61,127,6,41.6,2026-01-24,,0
4585,Email,5,36.51,182.55,149,4,25.2,2026-06-05,2026-07-25,1
4586,Organic,12,14.92,179.04,0,0,72.2,2026-01-24,,0
4587,Social Media,2,18.3,36.6,123,2,25.3,2026-05-21,2026-05-30,1
4588,Organic,7,29.8,208.6,119,5,42.3,2026-02-27,,0
4589,Social Media,10,44.88,448.8,101,2,52.2,2025-11-12,,0
4590,Paid Search,4,23.1,92.4,177,1,51.1,2026-06-29,,0
4591,Organic,4,10.0,40.0,169,1,12.2,2026-03-18,,0
4592,Social Media,11,43.46,478.06,83,3,20.6,2026-03-07,2026-04-24,1
4593,Social Media,3,10.0,30.0,71,3,27.1,2025-09-26,,0
4594,Organic,9,10.0,90.0,100,2,31.4,2026-02-17,2026-05-18,1
4595,Social Media,12,59.6,715.2,24,1,60.1,2026-04-29,2026-08-03,1
4596,Organic,17,10.0,170.0,44,1,100.0,2026-04-13,,0
4597,Organic,16,26.49,423.84,2,1,55.4,2026-05-13,,0
4598,Organic,18,35.48,638.64,46,3,75.2,2026-07-08,,0
4599,Social Media,22,90.74,1996.28,21,0,100.0,2025-12-15,,0
4600,Social Media,15,10.0,150.0,40,0,64.0,2025-11-26,2026-07-03,1
4601,Social Media,14,64.24,899.36,6,0,91.6,2026-06-20,,0
4602,Email,5,74.38,371.9,56,6,7.5,2026-03-18,,0
4603,Social Media,1,113.76,113.76,119,7,11.7,2025-11-30,2026-01-29,1
4604,Social Media,18,87.04,1566.72,33,3,58.2,2025-12-19,,0
4605,Email,11,41.95,461.45,75,1,75.2,2026-08-02,,0
4606,Paid Search,15,76.1,1141.5,24,1,57.4,2026-08-14,,0
4607,Organic,15,94.48,1417.2,63,2,98.5,2026-08-06,,0
4608,Organic,12,10.0,120.0,0,0,68.6,2026-02-28,,0
4609,Social Media,1,22.7,22.7,131,5,42.8,2025-10-02,2025-10-08,1
4610,Paid Search,14,51.76,724.64,34,3,57.2,2026-08-05,2026-08-15,1
4611,Organic,14,67.85,949.9,100,1,74.8,2025-12-19,,0
4612,Email,11,64.28,707.08,38,3,74.8,2025-12-07,,0
4613,Email,1,60.45,60.45,81,2,33.7,2025-09-14,2025-11-04,1
4614,Organic,17,128.99,2192.83,25,1,100.0,2026-01-31,,0
4615,Organic,12,33.46,401.52,65,2,42.9,2025-09-17,,0
4616,Organic,6,30.74,184.44,35,1,70.1,2026-03-20,,0
4617,Paid Search,16,17.15,274.4,70,4,42.5,2026-05-27,2026-07-19,1
4618,Email,16,49.14,786.24,32,0,52.3,2025-09-10,,0
4619,Social Media,5,34.82,174.1,92,3,36.7,2026-02-22,,0
4620,Organic,4,81.16,324.64,56,4,50.6,2026-05-05,2026-06-19,1
4621,Paid Search,15,36.22,543.3,86,2,34.8,2026-01-09,,0
4622,Organic,8,56.14,449.12,136,4,40.7,2026-03-30,2026-04-29,1
4623,Paid Search,4,63.32,253.28,70,2,56.4,2025-12-02,,0
4624,Paid Search,11,89.4,983.4,57,1,54.9,2025-12-05,,0
4625,Social Media,16,27.94,447.04,99,5,10.4,2026-08-25,2026-08-28,1
4626,Paid Search,6,30.51,183.06,112,0,37.5,2026-02-21,2026-05-13,1
4627,Email,9,39.01,351.09,63,0,88.6,2025-10-24,,0
4628,Organic,8,10.0,80.0,50,1,71.1,2026-01-03,,0
4629,Social Media,9,53.75,483.75,152,8,22.8,2025-12-12,,0
4630,Organic,11,43.13,474.43,98,4,31.2,2025-09-09,,0
4631,Paid Search,8,50.99,407.92,108,8,9.7,2026-04-28,,0
4632,Email,12,24.37,292.44,92,4,70.2,2025-12-21,,0
4633,Social Media,7,89.36,625.52,136,3,0.0,2026-08-21,,0
4634,Organic,4,21.81,87.24,137,0,43.5,2026-07-07,2026-08-06,1
4635,Paid Search,5,60.49,302.45,129,4,33.4,2025-12-20,2026-05-01,1
4636,Social Media,5,23.69,118.45,171,2,23.3,2026-06-16,,0
4637,Email,14,10.0,140.0,114,1,51.9,2025-11-17,2026-06-16,1
4638,Social Media,10,37.17,371.7,91,3,47.3,2025-10-18,2025-12-08,1
4639,Organic,1,44.53,44.53,119,5,5.2,2025-10-09,2026-02-15,1
4640,Paid Search,11,68.91,758.01,46,1,42.6,2026-08-14,,0
4641,Organic,1,10.0,10.0,103,4,42.5,2026-05-05,,0
4642,Organic,1,33.65,33.65,117,4,48.9,2026-02-27,,0
4643,Social Media,17,140.57,2389.69,22,2,92.6,2026-08-26,,0
4644,Social Media,5,31.86,159.3,120,7,32.6,2025-10-05,,0
4645,Organic,11,79.85,878.35,51,2,63.0,2025-09-13,,0
4646,Social Media,10,230.9,2309.0,126,4,28.1,2025-11-21,,0
4647,Social Media,8,158.93,1271.44,114,4,7.1,2026-05-22,,0
4648,Social Media,12,10.0,120.0,95,2,60.7,2026-07-20,,0
4649,Organic,15,88.56,1328.4,109,4,55.4,2025-11-03,,0
4650,Paid Search,8,87.7,701.6,138,0,66.2,2025-12-04,,0
4651,Organic,6,65.77,394.62,144,6,12.8,2025-09-20,,0
4652,Organic,14,10.0,140.0,46,4,79.8,2026-04-14,,0
4653,Paid Search,1,57.29,57.29,107,3,38.9,2026-07-01,2026-07-25,1
4654,Paid Search,14,41.82,585.48,112,1,53.0,2025-10-07,,0
4655,Organic,3,16.54,49.62,43,3,53.2,2026-07-23,2026-08-18,1
4656,Organic,8,22.13,177.04,87,2,61.7,2026-02-03,,0
4657,Email,18,66.99,1205.82,0,0,100.0,2026-03-12,,0
4658,Social Media,5,26.44,132.2,43,6,48.4,2026-02-12,2026-06-11,1
4659,Paid Search,2,67.9,135.8,92,5,11.8,2026-04-07,,0
4660,Email,20,14.77,295.4,60,2,66.3,2026-08-28,2026-09-01,1
4661,Organic,15,43.73,655.95,85,2,40.6,2026-01-17,2026-04-18,1
4662,Paid Search,1,76.2,76.2,141,2,18.5,2026-06-01,2026-06-17,1
4663,Email,7,135.12,945.84,105,0,62.3,2026-07-20,2026-08-26,1
4664,Paid Search,4,10.39,41.56,88,3,40.6,2026-04-03,,0
4665,Organic,14,74.68,1045.52,44,3,11.3,2026-05-17,2026-08-03,1
4666,Paid Search,9,19.6,176.4,83,1,61.6,2025-12-10,,0
4667,Paid Search,1,53.02,53.02,125,2,17.3,2026-04-21,2026-05-27,1
4668,Social Media,5,10.72,53.6,101,3,16.5,2026-02-23,,0
4669,Paid Search,14,97.53,1365.42,59,2,59.0,2026-03-07,,0
4670,Paid Search,6,23.93,143.58,140,4,20.0,2025-10-24,2025-11-04,1
4671,Organic,17,86.38,1468.46,0,1,91.9,2026-07-25,2026-08-31,1
4672,Paid Search,5,16.66,83.3,99,2,49.6,2026-08-19,2026-08-24,1
4673,Organic,12,15.63,187.56,155,1,39.3,2025-10-19,,0
4674,Email,14,27.24,381.36,74,1,71.2,2026-05-06,,0
4675,Social Media,15,51.06,765.9,57,3,59.6,2025-12-13,,0
4676,Paid Search,6,175.26,1051.56,88,1,47.7,2026-01-25,,0
4677,Social Media,12,33.66,403.92,42,2,48.9,2025-11-26,,0
4678,Organic,3,20.38,61.14,125,4,22.4,2026-01-03,,0
4679,Paid Search,3,77.18,231.54,146,2,53.5,2026-06-03,,0
4680,Paid Search,12,115.92,1391.04,33,0,100.0,2026-03-01,,0
4681,Paid Search,11,25.77,283.47,0,0,69.4,2026-05-12,,0
4682,Social Media,18,79.38,1428.84,49,0,41.4,2026-04-08,2026-06-05,1
4683,Email,11,98.93,1088.23,34,0,74.1,2026-02-14,,0
4684,Paid Search,10,67.1,671.0,111,4,32.2,2026-08-05,,0
4685,Paid Search,8,20.71,165.68,133,10,8.7,2026-08-20,,0
4686,Social Media,3,37.64,112.92,130,3,0.0,2025-12-20,2026-04-18,1
4687,Organic,14,67.12,939.68,90,1,46.1,2026-07-30,,0
4688,Organic,5,95.31,476.55,116,3,9.5,2025-10-06,,0
4689,Email,12,17.87,214.44,45,1,59.9,2026-01-09,,0
4690,Email,7,82.11,574.77,130,4,18.0,2025-11-09,2025-12-01,1
4691,Email,17,46.22,785.74,109,1,53.7,2026-03-12,2026-05-27,1
4692,Organic,5,38.92,194.6,112,1,65.7,2025-12-19,,0
4693,Organic,1,35.44,35.44,141,6,20.9,2026-06-25,2026-08-08,1
4694,Paid Search,6,10.0,60.0,68,1,44.7,2026-01-12,,0
4695,Email,19,10.0,190.0,65,0,56.5,2026-05-10,,0
4696,Organic,21,10.0,210.0,0,0,81.7,2025-11-23,,0
4697,Organic,3,61.98,185.94,168,2,5.5,2026-04-19,2026-07-10,1
4698,Organic,1,41.47,41.47,134,2,64.4,2025-11-21,,0
4699,Social Media,6,32.79,196.74,93,4,47.5,2025-10-09,,0
4700,Social Media,16,53.97,863.52,59,0,90.1,2026-08-29,,0
4701,Social Media,4,91.11,364.44,125,1,43.4,2026-08-09,,0
4702,Organic,13,52.59,683.67,44,3,56.3,2026-04-23,,0
4703,Social Media,3,27.09,81.27,95,2,25.6,2026-02-13,,0
4704,Paid Search,14,191.35,2678.9,74,3,72.9,2025-10-19,,0
4705,Organic,11,41.25,453.75,85,1,58.5,2026-03-24,,0
4706,Organic,9,85.75,771.75,107,4,47.5,2025-10-25,,0
4707,Paid Search,8,93.32,746.56,140,3,58.8,2025-12-08,,0
4708,Paid Search,8,29.84,238.72,114,5,43.6,2025-12-15,,0
4709,Email,15,134.63,2019.45,10,0,76.8,2025-10-03,2026-03-07,1
4710,Paid Search,1,21.17,21.17,167,4,42.5,2026-05-11,,0
4711,Paid Search,3,63.99,191.97,113,4,9.2,2025-12-30,2026-03-26,1
4712,Social Media,16,31.4,502.4,29,2,80.7,2025-11-13,,0
4713,Social Media,16,51.25,820.0,64,2,61.5,2025-09-12,,0
4714,Organic,7,110.21,771.47,119,6,47.6,2026-06-08,2026-06-24,1
4715,Social Media,4,46.11,184.44,50,1,35.7,2025-11-17,2026-05-28,1
4716,Organic,6,57.26,343.56,57,5,27.7,2026-06-11,2026-06-27,1
4717,Paid Search,5,41.74,208.7,66,3,45.7,2025-09-14,,0
4718,Social Media,12,163.17,1958.04,74,4,48.4,2026-02-17,,0
4719,Social Media,6,100.97,605.82,129,5,20.8,2025-10-16,,0
4720,Paid Search,1,28.59,28.59,83,3,47.8,2026-02-04,,0
4721,Organic,5,32.05,160.25,104,0,64.9,2026-08-04,,0
4722,Paid Search,1,41.01,41.01,134,6,25.9,2026-04-25,,0
4723,Paid Search,1,99.28,99.28,140,2,0.0,2026-01-21,,0
4724,Email,11,131.31,1444.41,10,3,70.9,2026-01-23,2026-07-03,1
4725,Paid Search,21,46.42,974.82,26,1,77.1,2026-02-12,,0
4726,Email,18,25.49,458.82,49,3,68.1,2025-12-16,,0
4727,Paid Search,1,23.29,23.29,151,1,36.8,2026-02-02,,0
4728,Email,9,38.47,346.23,86,1,41.9,2026-06-27,2026-07-21,1
4729,Organic,1,39.37,39.37,106,2,12.2,2026-08-03,2026-08-05,1
4730,Organic,2,100.54,201.08,100,2,23.4,2026-05-18,,0
4731,Organic,2,16.15,32.3,66,3,27.7,2026-07-12,,0
4732,Organic,12,25.27,303.24,62,0,73.8,2025-12-19,,0
4733,Email,1,23.09,23.09,126,5,10.9,2025-09-09,,0
4734,Social Media,15,63.72,955.8,13,0,90.9,2025-09-27,,0
4735,Social Media,13,100.62,1308.06,81,2,34.0,2026-02-06,,0
4736,Paid Search,6,15.12,90.72,137,5,16.8,2025-10-13,,0
4737,Social Media,12,61.06,732.72,107,1,61.8,2026-01-03,2026-08-23,1
4738,Social Media,8,57.15,457.2,25,0,53.0,2026-07-15,,0
4739,Email,2,72.45,144.9,83,3,41.9,2026-01-29,2026-02-26,1
4740,Social Media,7,32.34,226.38,53,2,55.3,2026-02-05,,0
4741,Social Media,11,62.21,684.31,113,4,65.4,2026-02-12,,0
