user_id,subscription_tier,monthly_revenue,listening_hours,playlist_saves,concerts_attended,merchandise_spend,days_since_last_activity,signup_date,churn_date,churned
1386,Student,9.99,30.6,4,0,133.02,45,2026-05-28,,0
1387,Student,9.99,10.2,4,0,0.0,51,2025-12-01,,0
1388,Free,0.0,31.3,7,1,228.96,59,2025-10-07,2026-04-06,1
1389,Premium,18.99,26.2,12,2,133.83,53,2026-06-06,,0
1390,Free,0.0,51.5,31,2,281.44,6,2026-07-07,,0
1391,Student,9.99,35.5,19,1,208.13,33,2025-09-21,2026-05-21,1
1392,Free,0.0,0.0,14,1,144.32,70,2025-09-02,,0
1393,Free,0.0,24.9,28,2,192.05,31,2025-10-22,,0
1394,Student,9.99,41.5,18,1,264.03,5,2026-01-20,,0
1395,Free,0.0,29.8,34,3,247.0,29,2026-07-31,,0
1396,Free,0.0,15.4,14,0,73.44,62,2025-10-01,,0
1397,Premium,18.99,28.5,21,0,50.55,47,2026-06-20,,0
1398,Free,0.0,22.1,6,0,59.95,78,2026-06-27,,0
1399,Free,0.0,7.0,5,1,124.51,88,2025-12-13,,0
1400,Free,0.0,47.1,20,0,224.78,48,2026-04-11,,0
1401,Free,0.0,29.1,16,1,55.71,44,2025-10-19,2026-04-20,1
1402,Premium,18.99,48.8,44,2,347.65,4,2025-10-17,,0
1403,Free,0.0,21.4,8,2,78.46,25,2025-11-11,,0
1404,Student,9.99,37.7,13,5,5.5,35,2025-10-30,,0
1405,Premium,18.99,46.3,23,2,243.26,36,2026-02-13,,0
1406,Free,0.0,18.4,5,1,32.63,47,2025-10-17,2026-02-05,1
1407,Premium,18.99,14.5,9,3,279.73,11,2025-10-01,,0
1408,Premium,18.99,5.1,12,1,191.6,41,2026-05-21,,0
1409,Free,0.0,41.5,40,1,207.98,25,2026-03-29,2026-07-04,1
1410,Free,0.0,7.3,20,2,185.75,22,2026-01-18,,0
1411,Free,0.0,36.4,14,1,262.07,50,2025-10-22,2026-03-20,1
1412,Free,0.0,29.0,0,0,184.98,48,2026-04-11,,0
1413,Student,9.99,10.9,15,1,102.88,63,2026-05-29,,0
1414,Student,9.99,6.4,12,1,289.87,70,2026-05-06,,0
1415,Student,9.99,39.6,15,2,155.07,31,2025-11-13,,0
1416,Free,0.0,16.3,20,2,177.79,40,2026-02-23,,0
1417,Free,0.0,7.6,13,1,23.45,52,2026-05-30,,0
1418,Premium,18.99,34.3,21,1,92.8,29,2025-12-14,2026-07-25,1
1419,Premium,18.99,32.5,23,0,136.82,40,2026-01-03,,0
1420,Free,0.0,31.2,25,3,127.62,58,2026-02-23,,0
1421,Premium,18.99,37.1,15,0,149.03,13,2026-01-17,,0
1422,Student,9.99,29.8,7,0,0.0,52,2026-06-08,2026-07-28,1
1423,Premium,18.99,47.0,30,3,281.02,21,2026-06-26,,0
1424,Student,9.99,64.9,42,2,215.59,3,2025-11-10,,0
1425,Premium,18.99,37.2,21,3,262.18,0,2025-12-26,,0
1426,Free,0.0,37.4,41,3,343.26,4,2025-09-09,,0
1427,Free,0.0,20.5,13,1,108.44,30,2025-09-23,,0
1428,Premium,18.99,33.7,30,2,141.56,41,2026-04-21,2026-07-01,1
1429,Free,0.0,0.0,0,0,129.74,69,2026-03-16,2026-04-26,1
1430,Free,0.0,28.0,21,4,248.93,17,2025-10-26,2026-03-01,1
1431,Premium,18.99,26.2,31,1,164.61,9,2026-08-30,2026-08-31,1
1432,Premium,18.99,13.1,0,0,137.52,69,2025-10-20,,0
1433,Premium,18.99,43.6,21,2,138.24,47,2026-07-01,2026-08-24,1
1434,Premium,18.99,36.8,48,4,226.91,4,2026-05-28,,0
1435,Premium,18.99,4.4,16,1,16.4,57,2026-03-09,,0
1436,Free,0.0,37.6,21,2,220.02,13,2025-12-17,,0
1437,Premium,18.99,24.7,2,2,139.2,63,2026-04-24,,0
1438,Premium,18.99,45.4,26,3,334.47,27,2025-09-23,,0
1439,Premium,18.99,27.0,24,1,172.8,10,2025-11-19,,0
1440,Free,0.0,27.0,15,2,184.19,30,2025-12-04,,0
1441,Free,0.0,61.7,26,0,245.54,34,2025-11-23,,0
1442,Premium,18.99,15.5,4,1,23.65,63,2026-08-21,,0
1443,Free,0.0,22.8,15,1,63.26,19,2025-11-04,,0
1444,Free,0.0,45.2,27,1,177.1,2,2026-01-23,,0
1445,Premium,18.99,7.0,20,0,0.0,62,2026-06-25,2026-07-30,1
1446,Student,9.99,3.1,0,0,168.33,50,2025-11-20,2026-01-21,1
1447,Free,0.0,28.4,16,3,198.4,27,2026-07-24,,0
1448,Free,0.0,37.1,11,2,132.33,37,2026-01-18,2026-03-12,1
1449,Free,0.0,22.6,18,0,220.82,46,2026-02-05,,0
1450,Premium,18.99,35.4,16,0,33.95,54,2026-08-21,,0
1451,Student,9.99,19.7,0,0,22.2,85,2026-04-17,2026-04-25,1
1452,Free,0.0,20.4,8,1,218.99,46,2026-07-19,2026-08-17,1
1453,Free,0.0,14.1,7,0,85.99,34,2025-09-20,,0
1454,Free,0.0,40.1,22,1,319.83,40,2025-11-12,,0
1455,Free,0.0,31.3,37,1,188.2,58,2025-09-02,,0
1456,Free,0.0,59.6,26,2,259.16,26,2026-03-06,,0
1457,Student,9.99,41.7,25,2,286.22,35,2026-05-04,,0
1458,Free,0.0,55.8,28,3,244.25,3,2025-09-16,,0
1459,Free,0.0,16.6,0,0,34.29,54,2026-05-12,,0
1460,Student,9.99,33.5,28,4,164.18,16,2026-04-02,,0
1461,Student,9.99,42.1,35,3,154.32,18,2026-07-14,2026-08-06,1
1462,Free,0.0,56.1,32,1,261.41,7,2025-11-05,,0
1463,Free,0.0,14.6,15,0,46.44,66,2026-07-19,2026-08-07,1
1464,Free,0.0,36.1,17,2,241.18,63,2026-08-19,,0
1465,Free,0.0,42.5,32,2,238.45,19,2025-10-31,,0
1466,Premium,18.99,36.9,30,2,373.04,0,2025-10-29,,0
1467,Free,0.0,53.2,36,2,131.36,2,2025-10-24,,0
1468,Premium,18.99,28.9,21,4,125.65,24,2025-10-22,,0
1469,Premium,18.99,47.3,19,3,128.8,37,2026-07-11,,0
1470,Free,0.0,39.3,36,2,327.93,16,2026-04-21,,0
1471,Free,0.0,17.1,1,0,29.62,79,2025-11-25,2025-12-25,1
1472,Free,0.0,50.0,35,0,133.41,17,2026-05-11,,0
1473,Free,0.0,44.9,20,3,192.07,20,2025-11-20,,0
1474,Student,9.99,12.9,15,0,0.0,44,2025-10-03,2025-12-15,1
1475,Free,0.0,21.4,22,2,48.6,15,2025-09-15,,0
1476,Premium,18.99,44.0,27,5,408.1,11,2025-11-21,,0
1477,Student,9.99,46.4,18,3,120.75,39,2025-11-14,2026-01-20,1
1478,Premium,18.99,28.3,25,1,147.92,26,2026-01-25,,0
1479,Premium,18.99,53.3,19,0,203.65,20,2026-08-03,,0
1480,Student,9.99,41.2,11,1,119.29,36,2026-03-25,,0
1481,Premium,18.99,20.3,16,3,63.4,34,2025-09-18,,0
1482,Premium,18.99,59.9,52,4,256.64,0,2025-10-03,,0
1483,Free,0.0,15.7,5,0,99.85,57,2026-06-05,,0
1484,Free,0.0,33.0,33,3,322.41,15,2025-12-02,,0
1485,Free,0.0,33.6,25,2,243.53,22,2026-05-11,,0
1486,Free,0.0,26.8,10,1,19.37,35,2026-04-01,,0
1487,Student,9.99,19.8,18,0,192.95,40,2026-01-07,2026-07-28,1
1488,Free,0.0,33.0,21,1,214.57,39,2026-03-03,,0
1489,Student,9.99,39.8,25,0,163.81,24,2026-01-23,,0
1490,Premium,18.99,59.1,14,2,202.71,23,2026-07-27,,0
1491,Free,0.0,8.8,18,1,175.65,42,2026-05-15,,0
1492,Student,9.99,31.0,24,2,133.38,56,2025-11-09,,0
1493,Free,0.0,33.8,25,3,215.3,33,2026-01-17,,0
1494,Premium,18.99,2.9,14,0,0.0,62,2025-10-28,,0
1495,Premium,18.99,32.8,28,2,317.54,36,2025-09-13,,0
1496,Free,0.0,18.3,7,0,0.0,55,2026-04-24,,0
1497,Premium,18.99,26.4,8,0,136.37,50,2026-05-27,,0
1498,Free,0.0,53.2,31,1,282.3,4,2026-05-10,2026-07-20,1
1499,Premium,18.99,31.1,3,1,145.64,28,2026-02-04,,0
1500,Student,9.99,40.8,17,0,90.77,41,2026-05-31,2026-07-31,1
1501,Student,9.99,25.4,13,1,168.01,54,2026-04-11,,0
1502,Premium,18.99,15.4,26,1,96.71,42,2026-06-29,2026-07-16,1
1503,Premium,18.99,57.2,39,2,178.21,21,2026-04-13,,0
1504,Premium,18.99,35.2,14,3,74.39,26,2025-09-20,,0
1505,Student,9.99,9.8,2,0,98.76,28,2026-03-30,2026-05-11,1
1506,Premium,18.99,21.2,23,2,72.65,19,2025-11-27,,0
1507,Student,9.99,25.1,36,2,352.83,0,2026-03-27,,0
1508,Premium,18.99,14.0,7,1,140.08,59,2026-03-26,2026-07-03,1
1509,Premium,18.99,34.7,25,2,286.35,24,2026-01-03,,0
1510,Free,0.0,38.2,32,2,370.79,23,2026-07-22,,0
1511,Free,0.0,41.9,26,4,132.79,45,2026-04-24,,0
1512,Free,0.0,11.5,0,0,0.0,47,2026-07-12,2026-07-18,1
1513,Free,0.0,30.6,23,0,0.0,40,2026-06-20,,0
1514,Free,0.0,43.3,19,0,169.52,30,2025-12-15,,0
1515,Free,0.0,0.0,10,0,153.86,75,2026-06-29,,0
1516,Student,9.99,59.7,35,1,217.41,0,2026-06-18,,0
1517,Free,0.0,54.5,31,2,224.08,18,2026-02-03,,0
1518,Free,0.0,35.6,26,2,166.72,0,2026-04-27,,0
1519,Premium,18.99,5.8,15,3,127.17,40,2026-07-18,2026-07-31,1
1520,Free,0.0,31.4,23,0,242.13,48,2025-09-16,,0
1521,Student,9.99,26.1,32,1,73.01,64,2025-09-29,,0
1522,Premium,18.99,35.5,26,4,27.04,39,2026-01-31,2026-04-14,1
1523,Premium,18.99,46.0,36,4,354.44,0,2026-02-21,,0
1524,Student,9.99,42.1,29,1,175.64,35,2025-11-09,2026-03-25,1
1525,Free,0.0,13.4,24,2,154.82,30,2025-09-10,2026-04-19,1
1526,Free,0.0,27.8,25,2,251.6,31,2026-07-25,2026-07-29,1
1527,Premium,18.99,34.5,16,0,5.24,35,2026-07-27,2026-08-09,1
1528,Premium,18.99,35.5,26,1,286.97,13,2026-05-03,,0
1529,Premium,18.99,34.1,25,3,173.61,33,2026-05-12,,0
1530,Premium,18.99,13.6,15,0,130.42,47,2025-10-09,2026-01-28,1
1531,Free,0.0,27.8,23,1,6.11,19,2026-02-27,2026-06-29,1
1532,Student,9.99,56.5,39,3,251.96,0,2025-11-09,,0
1533,Premium,18.99,9.1,21,1,162.01,39,2025-12-31,2026-01-09,1
1534,Premium,18.99,38.9,26,1,195.39,11,2025-12-10,,0
1535,Free,0.0,34.0,0,4,232.01,28,2025-09-16,,0
1536,Student,9.99,40.7,40,1,299.89,28,2026-01-29,,0
1537,Free,0.0,26.4,22,4,114.91,25,2025-11-21,2026-01-31,1
1538,Premium,18.99,41.9,15,0,215.89,12,2026-05-25,2026-07-23,1
1539,Free,0.0,30.1,7,2,44.45,56,2026-05-29,,0
1540,Premium,18.99,18.3,17,0,147.57,41,2026-01-30,2026-02-08,1
1541,Free,0.0,44.5,34,5,333.0,0,2025-10-06,,0
1542,Premium,18.99,2.8,3,0,3.27,51,2026-08-13,,0
1543,Premium,18.99,53.7,27,4,296.24,4,2026-03-02,,0
1544,Free,0.0,36.8,26,3,135.06,38,2026-06-19,,0
1545,Premium,18.99,42.1,37,4,130.11,26,2025-10-13,,0
1546,Premium,18.99,17.1,19,1,151.09,45,2026-02-23,,0
1547,Premium,18.99,9.2,20,3,33.51,46,2026-08-16,2026-08-21,1
1548,Free,0.0,34.6,14,1,65.13,23,2026-08-31,,0
1549,Premium,18.99,13.5,13,1,167.93,65,2026-01-10,2026-02-15,1
1550,Student,9.99,22.8,17,2,112.44,53,2026-06-08,,0
1551,Student,9.99,29.2,25,0,121.47,9,2026-08-16,,0
1552,Student,9.99,7.9,6,0,127.86,56,2026-07-07,2026-08-11,1
1553,Premium,18.99,59.7,39,3,219.69,24,2026-07-06,,0
1554,Free,0.0,11.6,20,0,0.0,49,2026-04-27,2026-08-01,1
1555,Student,9.99,18.0,7,1,0.0,77,2025-12-12,,0
1556,Free,0.0,0.0,0,0,109.69,94,2025-10-22,2026-02-20,1
1557,Free,0.0,5.1,5,0,0.0,56,2026-02-18,2026-03-27,1
1558,Free,0.0,10.0,0,0,0.0,49,2025-09-20,2025-11-13,1
1559,Free,0.0,54.2,25,1,228.88,15,2025-11-16,,0
1560,Premium,18.99,46.7,41,4,348.39,0,2026-07-02,,0
1561,Student,9.99,33.1,16,1,76.72,54,2025-12-06,,0
1562,Free,0.0,42.5,23,1,223.73,28,2026-06-08,2026-08-22,1
1563,Premium,18.99,28.1,26,4,320.29,39,2025-09-14,,0
1564,Premium,18.99,15.6,15,1,190.84,60,2025-10-26,2026-02-03,1
1565,Premium,18.99,32.6,12,2,239.19,21,2026-08-08,,0
1566,Premium,18.99,12.8,17,2,159.93,27,2026-06-29,,0
1567,Premium,18.99,30.6,26,0,144.47,50,2026-03-23,,0
1568,Student,9.99,43.1,31,2,147.77,34,2025-12-04,2026-01-11,1
1569,Premium,18.99,57.7,33,1,293.46,1,2026-02-11,,0
1570,Premium,18.99,18.6,17,1,12.9,34,2026-07-31,,0
1571,Free,0.0,36.4,30,5,122.33,27,2026-01-14,2026-06-21,1
1572,Premium,18.99,30.9,15,1,25.7,59,2026-01-07,,0
1573,Premium,18.99,46.4,34,0,209.72,33,2025-09-26,,0
1574,Premium,18.99,39.0,38,1,228.5,20,2026-05-27,,0
1575,Premium,18.99,73.8,49,8,246.64,21,2026-08-18,2026-08-29,1
1576,Free,0.0,17.0,6,0,76.65,82,2025-12-01,2026-01-10,1
1577,Student,9.99,23.0,27,0,8.09,55,2025-12-18,,0
1578,Premium,18.99,0.0,0,0,0.0,95,2026-02-23,2026-07-11,1
1579,Premium,18.99,16.0,32,1,185.89,36,2025-12-22,2026-06-14,1
1580,Premium,18.99,0.0,8,1,81.59,79,2026-06-27,2026-06-28,1
1581,Premium,18.99,15.3,19,1,17.93,48,2026-07-17,,0
1582,Premium,18.99,19.6,23,1,202.66,37,2026-04-07,2026-07-09,1
1583,Premium,18.99,18.7,15,2,14.4,51,2025-10-09,2026-01-22,1
1584,Free,0.0,39.8,28,2,120.81,44,2026-02-25,,0
1585,Premium,18.99,14.3,0,0,52.8,89,2026-01-10,2026-04-13,1
1586,Free,0.0,42.6,32,3,286.18,24,2025-09-02,,0
1587,Student,9.99,9.2,0,1,108.16,56,2026-05-13,,0
1588,Free,0.0,23.5,12,2,121.65,37,2026-03-09,,0
1589,Student,9.99,32.2,17,1,93.36,33,2025-12-24,2026-06-12,1
1590,Free,0.0,11.6,3,2,62.96,50,2026-07-07,2026-08-05,1
1591,Free,0.0,11.1,24,0,64.12,75,2026-04-07,2026-05-15,1
1592,Premium,18.99,34.4,28,1,165.85,53,2026-02-10,,0
1593,Premium,18.99,12.5,6,0,68.78,40,2026-05-13,2026-06-02,1
1594,Free,0.0,29.5,22,2,200.73,58,2026-06-12,,0
1595,Premium,18.99,39.9,35,3,125.3,38,2026-03-25,,0
1596,Free,0.0,56.3,36,6,256.42,5,2025-10-14,,0
1597,Free,0.0,51.8,30,4,196.64,26,2026-04-02,,0
1598,Free,0.0,57.8,34,2,152.14,7,2025-10-31,,0
1599,Student,9.99,69.0,27,1,254.88,3,2025-12-28,,0
1600,Premium,18.99,47.3,21,2,230.79,7,2026-07-16,,0
1601,Student,9.99,47.8,34,2,116.78,7,2025-10-02,,0
1602,Premium,18.99,17.1,14,4,70.51,46,2026-01-29,2026-04-21,1
1603,Student,9.99,0.0,2,1,0.0,38,2026-02-05,2026-05-24,1
1604,Premium,18.99,56.3,23,2,357.44,27,2025-12-20,,0
1605,Premium,18.99,39.2,28,3,227.06,33,2026-08-16,,0
1606,Free,0.0,48.8,35,1,227.5,19,2026-06-01,,0
1607,Free,0.0,47.3,26,2,218.59,0,2025-11-14,,0
1608,Free,0.0,43.5,49,4,322.03,2,2026-01-15,,0
1609,Student,9.99,6.2,5,0,145.8,35,2026-04-11,2026-04-20,1
1610,Student,9.99,41.9,19,1,22.75,32,2026-03-16,2026-07-09,1
1611,Free,0.0,45.0,26,4,302.11,38,2026-01-17,,0
1612,Premium,18.99,38.6,34,1,309.14,0,2026-03-09,,0
1613,Premium,18.99,2.3,0,0,13.05,56,2026-03-18,2026-05-07,1
1614,Free,0.0,54.6,43,3,210.41,29,2026-02-11,,0
1615,Free,0.0,36.9,7,2,0.0,29,2026-05-21,,0
1616,Free,0.0,26.0,39,2,116.03,13,2026-02-04,,0
1617,Free,0.0,46.8,21,1,188.7,59,2025-12-22,2026-06-12,1
1618,Premium,18.99,51.6,32,1,293.61,26,2025-12-15,,0
1619,Student,9.99,16.3,21,1,140.33,60,2026-01-17,,0
1620,Free,0.0,16.2,25,3,135.28,43,2026-03-19,,0
1621,Student,9.99,45.9,18,0,311.82,31,2026-01-04,,0
1622,Free,0.0,25.1,18,1,171.96,61,2025-12-11,2026-04-28,1
1623,Student,9.99,16.7,34,0,128.87,56,2026-05-10,,0
1624,Student,9.99,36.1,19,2,344.62,5,2026-03-07,,0
1625,Premium,18.99,43.5,23,1,0.0,55,2025-12-27,,0
1626,Student,9.99,18.8,15,1,0.0,48,2026-01-02,2026-04-06,1
1627,Premium,18.99,31.3,23,2,163.89,20,2026-03-03,,0
1628,Free,0.0,29.0,20,2,142.27,36,2026-05-27,,0
1629,Premium,18.99,24.4,3,0,7.75,65,2025-10-03,2026-01-01,1
1630,Free,0.0,34.7,4,1,186.85,63,2026-02-15,2026-05-28,1
1631,Free,0.0,23.6,3,1,45.44,72,2026-02-15,2026-03-16,1
1632,Premium,18.99,39.1,23,1,182.55,44,2026-03-14,,0
1633,Premium,18.99,19.6,0,0,39.59,47,2025-11-27,2026-01-31,1
1634,Free,0.0,15.8,21,2,0.0,32,2026-05-13,,0
1635,Student,9.99,17.2,9,1,0.0,43,2025-09-23,,0
1636,Premium,18.99,17.2,5,0,44.73,69,2026-08-09,,0
1637,Premium,18.99,42.1,17,4,82.34,25,2026-08-27,,0
1638,Premium,18.99,31.0,21,2,123.05,26,2026-02-26,2026-06-12,1
1639,Free,0.0,2.5,6,0,142.01,46,2025-10-22,2026-02-27,1
1640,Student,9.99,36.8,19,2,175.62,61,2026-08-28,2026-09-01,1
1641,Free,0.0,9.6,18,2,39.1,38,2025-12-27,,0
1642,Free,0.0,0.0,11,1,32.39,56,2026-04-11,,0
1643,Student,9.99,54.7,23,1,351.53,2,2026-08-24,,0
1644,Premium,18.99,18.9,13,1,220.67,55,2026-04-18,2026-07-07,1
1645,Free,0.0,38.5,31,2,247.26,1,2026-01-07,2026-02-07,1
1646,Premium,18.99,29.1,18,0,0.0,34,2026-01-12,,0
1647,Premium,18.99,22.2,4,0,62.53,52,2025-10-26,2025-11-17,1
1648,Premium,18.99,39.2,27,2,196.1,33,2025-09-05,,0
1649,Free,0.0,43.0,9,1,120.54,33,2026-08-12,2026-08-21,1
1650,Free,0.0,24.4,6,1,56.9,66,2025-10-22,2026-03-12,1
1651,Free,0.0,18.2,8,1,50.34,58,2026-08-28,,0
1652,Free,0.0,44.4,38,4,165.3,13,2025-09-10,,0
1653,Free,0.0,5.6,13,1,12.21,60,2025-11-22,2026-01-24,1
1654,Free,0.0,44.3,21,1,269.49,25,2025-09-18,,0
1655,Free,0.0,16.7,38,0,267.62,15,2026-08-07,,0
1656,Free,0.0,28.7,21,3,152.62,40,2026-08-04,,0
1657,Premium,18.99,58.4,54,4,315.54,0,2025-09-06,,0
1658,Premium,18.99,18.7,14,1,160.23,48,2026-05-21,,0
1659,Free,0.0,9.6,2,0,234.82,45,2026-04-14,2026-05-21,1
1660,Premium,18.99,59.6,26,3,266.97,13,2026-05-15,,0
1661,Free,0.0,45.6,21,8,231.39,53,2026-07-05,2026-08-03,1
1662,Student,9.99,4.1,2,2,57.27,51,2026-08-06,2026-08-19,1
1663,Premium,18.99,26.6,39,1,125.85,45,2026-07-13,,0
1664,Student,9.99,17.8,23,1,249.61,38,2025-10-26,2026-01-24,1
1665,Free,0.0,43.1,27,1,226.13,32,2026-08-22,,0
1666,Free,0.0,32.0,20,0,114.2,27,2025-10-09,,0
1667,Student,9.99,0.0,6,1,106.21,49,2026-06-12,,0
1668,Premium,18.99,17.6,18,0,141.78,69,2026-01-23,,0
1669,Student,9.99,46.6,16,3,64.47,32,2026-05-30,,0
1670,Student,9.99,18.0,0,0,0.0,54,2025-10-10,,0
1671,Free,0.0,58.1,37,9,319.37,0,2026-08-17,,0
1672,Student,9.99,17.6,24,1,0.0,38,2025-12-14,,0
1673,Free,0.0,34.9,7,1,0.0,64,2025-09-24,2025-11-04,1
1674,Premium,18.99,45.2,33,2,206.71,31,2026-03-24,,0
1675,Premium,18.99,47.6,27,2,236.61,29,2026-03-20,,0
1676,Student,9.99,22.1,27,1,175.11,19,2026-07-08,,0
1677,Premium,18.99,37.6,9,0,264.03,43,2025-10-15,,0
1678,Free,0.0,14.7,25,1,151.86,52,2025-09-16,2026-02-25,1
1679,Free,0.0,10.3,9,0,48.33,55,2026-03-03,,0
1680,Student,9.99,42.5,43,2,181.27,30,2025-12-22,,0
1681,Student,9.99,39.8,25,1,202.24,1,2025-11-28,,0
1682,Premium,18.99,54.6,28,0,259.85,29,2026-04-24,,0
1683,Premium,18.99,40.0,30,3,283.07,4,2026-08-30,,0
1684,Free,0.0,31.8,9,2,141.61,54,2026-07-16,2026-07-17,1
1685,Free,0.0,20.9,0,0,67.13,71,2025-10-08,,0
1686,Premium,18.99,8.9,2,1,135.2,81,2025-11-13,2026-01-12,1
1687,Free,0.0,41.8,22,2,164.82,39,2026-07-28,,0
1688,Free,0.0,14.7,1,0,142.58,54,2025-11-12,2026-03-21,1
1689,Premium,18.99,38.9,23,2,137.61,20,2025-10-13,,0
1690,Premium,18.99,20.4,0,0,59.58,52,2026-02-14,2026-07-05,1
1691,Premium,18.99,50.1,19,3,125.06,27,2026-03-20,,0
1692,Free,0.0,19.4,24,1,184.27,56,2025-09-01,,0
1693,Free,0.0,7.6,16,1,14.99,65,2025-10-17,2026-01-02,1
1694,Student,9.99,24.9,23,0,152.64,11,2026-04-12,,0
1695,Premium,18.99,59.4,35,7,117.19,13,2026-03-10,,0
1696,Free,0.0,64.9,30,4,309.75,8,2025-09-22,,0
1697,Free,0.0,10.5,22,0,166.76,42,2025-09-29,,0
1698,Free,0.0,8.7,34,1,213.85,40,2026-01-13,,0
1699,Premium,18.99,22.6,21,0,203.84,53,2026-01-07,,0
1700,Premium,18.99,51.1,49,4,286.71,28,2025-12-06,,0
1701,Premium,18.99,12.2,4,0,113.15,71,2026-05-18,,0
1702,Free,0.0,43.4,19,0,250.91,13,2025-10-01,,0
1703,Premium,18.99,13.3,7,1,140.08,49,2026-05-16,,0
1704,Student,9.99,41.9,20,0,112.77,24,2025-11-01,,0
1705,Free,0.0,36.8,38,3,153.04,34,2025-11-05,,0
1706,Free,0.0,29.7,14,0,123.9,46,2026-05-18,2026-06-02,1
1707,Student,9.99,27.6,11,2,106.44,51,2025-11-10,,0
1708,Free,0.0,23.3,6,0,0.0,65,2025-10-19,,0
1709,Premium,18.99,47.0,36,3,125.55,29,2026-03-03,,0
1710,Student,9.99,3.6,16,0,80.73,45,2026-02-16,,0
1711,Free,0.0,9.8,1,0,93.98,47,2026-02-27,2026-04-08,1
1712,Premium,18.99,51.7,16,0,219.4,25,2026-08-15,,0
1713,Premium,18.99,50.0,18,1,385.87,43,2026-02-15,,0
1714,Free,0.0,23.5,25,0,32.5,47,2025-12-29,2026-06-15,1
1715,Premium,18.99,18.1,23,1,169.8,19,2026-02-08,,0
1716,Free,0.0,23.7,22,2,249.26,58,2026-03-02,,0
1717,Free,0.0,17.2,27,2,182.33,51,2026-03-02,,0
1718,Premium,18.99,40.1,39,2,236.84,27,2026-02-17,,0
1719,Student,9.99,21.3,15,0,187.58,30,2025-09-26,,0
1720,Free,0.0,6.0,11,0,90.23,50,2026-04-03,,0
1721,Free,0.0,18.9,16,2,267.62,43,2026-06-11,,0
1722,Student,9.99,0.0,10,2,183.02,54,2026-08-08,,0
1723,Free,0.0,0.0,0,0,0.0,60,2025-10-18,2025-12-21,1
1724,Premium,18.99,36.4,15,0,211.14,25,2026-06-27,,0
1725,Student,9.99,63.5,15,4,93.13,16,2026-04-01,,0
1726,Premium,18.99,54.2,32,4,287.49,48,2025-11-28,,0
1727,Free,0.0,8.1,1,0,104.94,60,2026-06-27,,0
1728,Premium,18.99,28.3,32,0,228.39,32,2026-06-07,,0
1729,Free,0.0,0.0,2,1,47.32,43,2026-01-12,,0
1730,Free,0.0,10.9,28,1,0.0,45,2026-01-14,2026-04-24,1
1731,Free,0.0,10.9,13,0,299.23,37,2026-06-04,2026-07-12,1
1732,Free,0.0,39.1,17,0,216.15,17,2026-02-15,,0
1733,Premium,18.99,1.7,11,1,0.0,52,2025-12-17,2026-01-20,1
1734,Premium,18.99,50.0,41,3,317.48,2,2026-06-12,2026-08-20,1
1735,Premium,18.99,39.7,16,0,307.84,33,2026-03-23,,0
1736,Student,9.99,21.7,14,1,111.03,38,2026-05-21,,0
1737,Student,9.99,40.9,21,2,195.51,53,2025-09-22,,0
1738,Premium,18.99,30.1,26,3,221.7,29,2026-04-13,,0
1739,Premium,18.99,10.0,16,1,39.47,29,2025-10-23,,0
1740,Student,9.99,30.0,28,2,176.53,0,2025-10-14,,0
1741,Premium,18.99,35.1,6,0,267.89,41,2026-07-01,,0
1742,Free,0.0,24.6,15,3,130.57,33,2025-09-22,,0
1743,Premium,18.99,34.8,41,3,208.75,24,2026-08-14,,0
1744,Free,0.0,50.0,32,4,221.39,14,2026-04-12,,0
1745,Free,0.0,40.5,33,3,339.99,0,2026-07-04,,0
1746,Premium,18.99,31.5,3,1,0.0,40,2026-08-15,,0
1747,Free,0.0,35.8,23,2,225.54,13,2026-02-11,,0
1748,Free,0.0,45.1,35,2,363.65,31,2026-01-24,,0
1749,Free,0.0,37.0,9,4,272.88,27,2026-01-31,,0
1750,Student,9.99,10.8,19,0,141.83,48,2026-04-01,,0
1751,Premium,18.99,11.7,8,0,146.88,41,2025-11-17,2026-04-26,1
1752,Premium,18.99,37.8,23,1,252.6,32,2026-03-05,2026-05-23,1
1753,Student,9.99,37.5,19,2,172.98,32,2026-02-17,,0
1754,Premium,18.99,34.2,18,2,217.54,52,2026-03-23,2026-07-29,1
1755,Premium,18.99,15.2,19,0,267.44,40,2026-06-17,2026-07-17,1
1756,Premium,18.99,27.4,11,0,20.66,35,2026-01-05,,0
1757,Free,0.0,14.1,15,1,135.38,66,2025-11-02,,0
1758,Student,9.99,24.0,17,2,128.07,44,2026-05-12,2026-05-26,1
1759,Free,0.0,33.2,31,2,127.21,51,2026-03-15,,0
1760,Free,0.0,38.6,23,2,160.47,25,2025-10-10,2026-03-16,1
1761,Premium,18.99,48.0,16,5,238.92,19,2026-06-17,,0
1762,Free,0.0,30.7,24,1,143.37,32,2026-03-31,,0
1763,Student,9.99,51.0,28,1,298.71,22,2026-05-25,,0
1764,Premium,18.99,65.9,48,2,288.19,20,2026-04-29,,0
1765,Free,0.0,16.3,21,2,70.68,45,2026-03-17,2026-07-16,1
1766,Student,9.99,12.9,4,0,0.0,50,2025-09-29,2025-12-28,1
1767,Premium,18.99,41.0,26,3,125.43,37,2026-08-27,,0
1768,Premium,18.99,18.0,11,0,132.82,33,2026-04-23,,0
1769,Free,0.0,28.8,28,2,161.42,3,2025-10-19,,0
1770,Premium,18.99,44.8,31,2,265.79,28,2026-08-01,,0
