player_id,platform,monetization_tier,sessions_per_week,avg_session_minutes,levels_completed,in_game_purchases,guild_member,days_since_last_session,first_session_date,churn_date,churned
5316,Mobile,Free-to-Play,5.2,16.5,28,0.0,1,30,2026-08-20,,0
5317,Mobile,Free-to-Play,9.2,18.8,56,0.0,1,24,2026-01-31,,0
5318,Console,Occasional Spender,2.1,10.2,43,2.54,0,40,2026-01-06,2026-01-08,1
5319,Mobile,Free-to-Play,10.2,25.3,53,0.0,0,14,2026-05-01,,0
5320,Mobile,Free-to-Play,0.0,16.1,14,0.0,0,48,2026-06-14,2026-06-26,1
5321,Mobile,Free-to-Play,14.4,27.9,65,0.0,1,7,2026-03-29,,0
5322,Console,Free-to-Play,2.0,21.3,51,0.0,0,37,2025-09-30,,0
5323,Mobile,Occasional Spender,10.4,11.8,41,5.15,0,25,2025-12-12,,0
5324,PC,Free-to-Play,9.6,40.5,60,0.0,0,0,2025-09-25,,0
5325,PC,Occasional Spender,12.3,49.0,63,14.84,0,20,2026-02-11,,0
5326,PC,Free-to-Play,12.4,33.5,68,0.0,0,0,2026-07-24,,0
5327,Console,Free-to-Play,10.6,36.9,83,0.0,0,2,2026-08-10,,0
5328,Console,Free-to-Play,8.1,61.3,35,0.0,0,26,2026-06-21,,0
5329,Mobile,Free-to-Play,4.7,21.2,31,0.0,1,6,2026-02-22,,0
5330,Console,Occasional Spender,10.5,30.0,36,46.22,0,18,2026-06-16,,0
5331,PC,Free-to-Play,8.3,31.6,63,0.0,0,22,2026-05-08,,0
5332,Mobile,Occasional Spender,0.0,1.6,0,19.1,0,45,2025-10-03,,0
5333,Mobile,Free-to-Play,2.6,5.6,1,0.0,0,36,2026-08-16,2026-08-26,1
5334,PC,Free-to-Play,0.6,19.8,1,0.0,1,36,2026-08-03,,0
5335,Mobile,Free-to-Play,7.2,34.2,48,0.0,0,9,2026-04-11,,0
5336,PC,Occasional Spender,4.8,27.9,14,10.36,1,32,2025-11-30,2025-12-10,1
5337,Mobile,Free-to-Play,0.0,16.6,22,0.0,1,41,2025-11-04,2025-11-16,1
5338,PC,Free-to-Play,3.2,18.6,37,0.0,0,27,2026-05-18,2026-05-20,1
5339,Mobile,Free-to-Play,10.3,27.9,45,0.0,0,27,2026-05-17,,0
5340,Console,Free-to-Play,7.7,41.8,50,0.0,0,30,2026-01-31,,0
5341,Mobile,Free-to-Play,2.7,2.5,0,0.0,1,38,2025-10-19,2025-10-19,1
5342,Mobile,Free-to-Play,6.5,51.1,40,0.0,1,33,2026-06-28,,0
5343,Mobile,Whale,7.8,19.8,33,357.58,0,36,2025-10-10,,0
5344,Mobile,Free-to-Play,8.2,37.0,76,0.0,0,0,2025-11-10,,0
5345,PC,Free-to-Play,7.5,11.9,52,0.0,0,26,2026-05-26,,0
5346,PC,Free-to-Play,9.6,21.9,65,0.0,0,9,2025-12-30,,0
5347,Mobile,Occasional Spender,4.4,43.2,78,48.77,0,0,2026-01-14,,0
5348,Console,Free-to-Play,6.2,29.2,3,0.0,0,46,2026-08-24,2026-09-01,1
5349,Mobile,Free-to-Play,7.3,7.9,15,0.0,0,25,2026-04-07,2026-04-24,1
5350,Mobile,Occasional Spender,7.2,38.2,77,33.06,0,16,2026-06-06,2026-06-08,1
5351,PC,Free-to-Play,3.6,26.3,45,0.0,0,9,2026-08-07,,0
5352,PC,Free-to-Play,6.7,32.8,37,0.0,0,26,2026-03-14,,0
5353,PC,Free-to-Play,0.0,34.4,49,0.0,0,22,2025-12-18,2026-02-01,1
5354,Mobile,Free-to-Play,13.4,52.6,75,0.0,0,15,2026-02-19,,0
5355,Mobile,Occasional Spender,6.8,27.3,50,27.01,0,13,2026-07-30,,0
5356,PC,Occasional Spender,7.1,16.6,10,9.11,0,33,2025-11-03,2025-12-15,1
5357,Mobile,Occasional Spender,0.2,14.9,35,78.94,0,51,2026-08-06,,0
5358,Mobile,Occasional Spender,9.3,35.5,67,20.17,0,7,2026-04-12,,0
5359,Console,Occasional Spender,5.2,0.0,14,29.62,1,42,2026-02-05,,0
5360,PC,Free-to-Play,6.6,20.0,60,0.0,1,17,2025-09-27,,0
5361,Mobile,Free-to-Play,8.8,41.9,67,0.0,0,21,2025-11-29,,0
5362,Mobile,Free-to-Play,12.5,49.2,74,0.0,0,19,2026-06-22,,0
5363,PC,Occasional Spender,6.6,27.9,67,20.12,0,24,2026-03-28,,0
5364,Mobile,Occasional Spender,2.4,23.3,44,59.47,1,23,2025-10-22,,0
5365,Mobile,Occasional Spender,4.9,43.8,65,34.7,0,25,2026-06-02,,0
5366,Mobile,Free-to-Play,8.4,8.9,35,0.0,0,13,2025-10-05,,0
5367,PC,Free-to-Play,8.5,23.9,78,0.0,1,12,2026-02-18,,0
5368,PC,Occasional Spender,11.2,52.1,38,4.82,1,13,2026-01-15,,0
5369,Mobile,Free-to-Play,0.2,6.4,11,0.0,0,56,2026-01-02,2026-01-13,1
5370,Mobile,Free-to-Play,2.9,13.0,23,0.0,1,12,2025-09-12,,0
5371,PC,Free-to-Play,1.9,30.3,50,0.0,0,26,2025-12-23,,0
5372,PC,Free-to-Play,13.6,34.4,34,0.0,0,23,2026-04-04,2026-04-21,1
5373,PC,Free-to-Play,7.4,0.0,43,0.0,0,21,2026-01-28,,0
5374,Mobile,Whale,6.4,24.7,46,94.09,1,34,2025-12-19,,0
5375,PC,Occasional Spender,4.5,10.5,11,2.39,0,27,2026-01-25,,0
5376,Console,Free-to-Play,3.6,10.5,47,0.0,0,41,2026-08-28,,0
5377,PC,Free-to-Play,3.1,20.0,55,0.0,0,27,2025-10-06,,0
5378,Mobile,Occasional Spender,5.4,2.6,0,43.84,0,47,2026-05-23,2026-07-05,1
5379,PC,Free-to-Play,10.5,32.9,46,0.0,0,27,2026-01-06,,0
5380,Mobile,Free-to-Play,6.6,28.3,69,0.0,0,16,2026-02-06,,0
5381,Mobile,Free-to-Play,3.6,14.7,45,0.0,0,33,2026-07-19,,0
5382,Mobile,Free-to-Play,4.1,5.5,38,0.0,0,10,2025-10-16,,0
5383,Console,Free-to-Play,6.4,20.1,63,0.0,1,16,2026-08-01,2026-08-13,1
5384,Mobile,Occasional Spender,11.4,32.3,30,24.97,1,27,2025-09-18,,0
5385,Console,Free-to-Play,2.8,14.5,14,0.0,0,46,2025-09-29,,0
5386,PC,Free-to-Play,2.1,18.2,24,0.0,1,36,2026-02-01,2026-02-25,1
5387,PC,Free-to-Play,2.9,1.0,15,0.0,0,43,2025-09-17,2025-10-28,1
5388,Mobile,Whale,6.0,16.3,56,452.06,0,37,2025-10-23,,0
5389,PC,Free-to-Play,1.3,24.2,4,0.0,0,36,2025-10-07,2025-10-15,1
5390,Mobile,Free-to-Play,11.2,43.1,50,0.0,1,0,2025-11-13,,0
5391,Mobile,Free-to-Play,8.5,15.9,16,0.0,0,40,2025-09-26,2025-09-29,1
5392,Mobile,Whale,1.9,0.0,32,167.57,1,36,2025-11-22,,0
5393,Mobile,Occasional Spender,5.1,19.9,38,13.89,0,23,2025-10-14,,0
5394,PC,Free-to-Play,7.5,28.3,54,0.0,0,15,2026-07-22,,0
5395,Mobile,Free-to-Play,4.7,24.1,35,0.0,0,14,2026-03-29,,0
5396,Mobile,Free-to-Play,3.6,10.5,22,0.0,0,24,2026-03-10,,0
5397,Console,Occasional Spender,7.2,32.4,56,60.25,0,6,2025-10-04,,0
5398,Mobile,Occasional Spender,0.0,6.4,16,44.09,1,33,2026-03-07,,0
5399,Mobile,Whale,6.0,14.1,6,108.82,1,53,2026-03-24,,0
5400,Mobile,Free-to-Play,9.3,12.5,26,0.0,0,6,2025-11-17,,0
5401,Mobile,Free-to-Play,0.7,16.5,30,0.0,0,20,2026-01-06,,0
5402,PC,Free-to-Play,6.4,21.2,74,0.0,1,9,2026-01-30,,0
5403,Mobile,Occasional Spender,1.5,10.8,12,17.65,1,24,2025-10-02,,0
5404,Mobile,Free-to-Play,10.0,12.3,50,0.0,1,20,2025-11-05,,0
5405,PC,Free-to-Play,9.1,38.6,59,0.0,0,22,2025-12-15,,0
5406,Mobile,Occasional Spender,8.0,18.9,18,22.52,1,36,2025-09-16,2025-09-17,1
5407,Console,Free-to-Play,6.2,33.4,52,0.0,0,15,2026-08-14,,0
5408,Console,Occasional Spender,3.9,12.4,28,30.9,1,33,2026-02-10,,0
5409,Mobile,Free-to-Play,5.8,23.4,77,0.0,0,16,2026-08-20,,0
5410,Mobile,Free-to-Play,7.0,12.5,71,0.0,1,13,2025-11-16,,0
5411,Mobile,Free-to-Play,3.2,16.5,8,0.0,0,37,2026-07-16,,0
5412,Mobile,Free-to-Play,4.0,35.3,42,0.0,1,24,2026-02-08,,0
5413,Mobile,Occasional Spender,7.5,17.1,43,84.76,0,37,2025-11-19,2025-11-20,1
5414,PC,Free-to-Play,3.2,9.4,9,0.0,0,42,2026-01-15,2026-01-23,1
5415,Mobile,Free-to-Play,9.2,20.1,31,0.0,1,24,2026-08-10,,0
5416,Mobile,Free-to-Play,1.5,20.2,28,0.0,0,35,2026-03-11,,0
5417,Mobile,Occasional Spender,10.3,33.6,22,5.53,1,42,2025-11-20,,0
5418,Console,Whale,7.5,43.8,51,192.09,0,23,2025-09-15,,0
5419,Console,Occasional Spender,8.0,26.1,39,40.7,0,27,2025-10-08,2025-11-02,1
5420,Mobile,Free-to-Play,7.2,19.8,46,0.0,1,39,2025-11-06,,0
5421,PC,Free-to-Play,3.8,21.9,5,0.0,0,32,2026-05-11,,0
5422,Mobile,Free-to-Play,5.9,19.4,11,0.0,1,19,2025-11-30,,0
5423,PC,Free-to-Play,11.6,31.1,73,0.0,0,4,2026-07-02,,0
5424,PC,Free-to-Play,9.2,32.6,81,0.0,0,2,2026-05-03,,0
5425,Console,Free-to-Play,7.0,43.3,43,0.0,0,13,2026-05-20,,0
5426,Mobile,Free-to-Play,11.2,41.9,82,0.0,1,7,2026-03-07,,0
5427,Mobile,Occasional Spender,5.2,29.9,56,16.3,0,20,2025-10-16,,0
5428,Console,Free-to-Play,11.8,47.8,55,0.0,1,33,2025-10-21,,0
5429,Mobile,Occasional Spender,2.6,8.5,0,12.07,0,45,2025-10-10,2025-10-17,1
5430,Mobile,Occasional Spender,7.3,31.8,63,4.92,1,19,2025-09-24,,0
5431,PC,Free-to-Play,7.7,55.1,67,0.0,1,18,2026-08-21,,0
5432,PC,Free-to-Play,0.0,7.3,0,0.0,1,35,2025-09-01,2025-09-09,1
5433,PC,Occasional Spender,3.8,9.0,36,2.28,0,27,2025-10-15,2025-11-09,1
5434,PC,Free-to-Play,11.5,37.7,88,0.0,1,5,2025-12-06,,0
5435,PC,Free-to-Play,6.2,28.5,25,0.0,0,35,2026-08-02,,0
5436,Mobile,Free-to-Play,9.6,21.2,34,0.0,0,27,2025-12-08,,0
5437,PC,Occasional Spender,7.1,5.3,29,9.18,1,35,2025-12-28,,0
5438,PC,Occasional Spender,11.7,46.6,49,83.09,1,10,2026-07-28,,0
5439,Console,Occasional Spender,5.6,23.0,27,53.71,1,29,2026-06-19,,0
5440,Mobile,Free-to-Play,3.6,13.8,1,0.0,1,32,2025-11-30,,0
5441,Mobile,Free-to-Play,11.4,49.8,87,0.0,0,11,2026-07-02,,0
5442,PC,Occasional Spender,2.0,4.6,8,23.34,0,25,2026-04-27,,0
5443,Mobile,Occasional Spender,10.0,8.5,46,8.83,1,13,2026-01-22,,0
5444,Mobile,Free-to-Play,5.7,18.0,65,0.0,1,16,2025-10-20,,0
5445,Console,Whale,2.7,12.8,15,236.26,0,40,2026-05-20,2026-05-21,1
5446,PC,Occasional Spender,2.9,6.7,12,22.23,1,38,2026-08-27,2026-08-30,1
5447,Mobile,Free-to-Play,5.9,18.2,50,0.0,0,23,2025-10-25,2025-11-05,1
5448,Mobile,Free-to-Play,4.2,9.3,39,0.0,0,29,2025-09-24,,0
5449,Mobile,Free-to-Play,3.8,12.3,15,0.0,1,27,2025-10-24,,0
5450,PC,Occasional Spender,7.0,29.9,21,27.88,0,24,2026-03-08,2026-05-02,1
5451,Mobile,Free-to-Play,0.0,0.0,7,0.0,0,47,2025-12-12,,0
5452,Mobile,Free-to-Play,0.5,5.2,19,0.0,0,28,2026-07-16,2026-07-21,1
5453,Mobile,Free-to-Play,6.7,2.5,32,0.0,0,29,2026-01-11,2026-01-27,1
5454,Mobile,Occasional Spender,6.9,18.6,56,25.0,0,30,2026-01-24,2026-01-30,1
5455,Mobile,Occasional Spender,7.8,23.4,41,2.48,0,28,2026-01-12,,0
5456,Mobile,Occasional Spender,8.6,46.3,33,85.87,0,18,2025-12-22,,0
5457,PC,Free-to-Play,13.2,31.1,19,0.0,0,10,2025-10-11,2025-10-28,1
5458,Mobile,Free-to-Play,12.6,36.1,54,0.0,0,0,2025-11-20,,0
5459,Mobile,Free-to-Play,0.9,18.9,0,0.0,0,37,2026-08-18,,0
5460,Mobile,Free-to-Play,8.1,32.8,35,0.0,0,40,2025-12-18,,0
5461,Mobile,Free-to-Play,7.5,27.7,63,0.0,0,18,2025-12-08,,0
5462,Mobile,Whale,9.5,62.9,72,169.15,1,0,2026-02-11,,0
5463,Mobile,Free-to-Play,0.0,6.8,40,0.0,1,49,2026-01-16,,0
5464,Mobile,Free-to-Play,4.2,20.8,40,0.0,1,23,2026-08-02,,0
5465,Mobile,Free-to-Play,9.2,35.1,81,0.0,1,17,2026-05-28,,0
5466,PC,Occasional Spender,8.1,34.6,66,29.35,0,10,2025-10-21,,0
5467,Mobile,Free-to-Play,8.6,57.6,92,0.0,1,21,2026-08-31,,0
5468,PC,Free-to-Play,4.6,25.7,51,0.0,0,5,2025-09-07,2025-09-08,1
5469,PC,Free-to-Play,11.4,30.9,25,0.0,0,27,2026-06-11,,0
5470,Mobile,Free-to-Play,9.8,35.2,53,0.0,1,7,2025-11-21,,0
5471,Mobile,Free-to-Play,0.0,15.4,10,0.0,1,50,2026-06-12,2026-06-22,1
5472,Mobile,Free-to-Play,10.6,33.3,54,0.0,0,13,2026-08-19,,0
5473,Mobile,Occasional Spender,13.8,27.9,41,16.76,0,26,2026-01-23,,0
5474,PC,Free-to-Play,4.4,17.9,25,0.0,0,45,2025-11-29,,0
5475,Mobile,Free-to-Play,0.0,25.5,24,0.0,1,19,2026-07-31,,0
5476,Console,Free-to-Play,17.4,32.0,49,0.0,1,32,2026-05-25,,0
5477,Mobile,Free-to-Play,1.2,35.3,22,0.0,1,31,2026-05-12,2026-05-14,1
5478,PC,Free-to-Play,4.9,27.7,33,0.0,1,22,2025-09-14,,0
5479,PC,Free-to-Play,5.6,30.8,41,0.0,0,17,2026-05-10,,0
5480,PC,Whale,3.6,15.9,33,19.67,1,33,2026-08-08,,0
5481,Console,Whale,5.6,22.0,42,548.86,1,35,2025-09-06,,0
5482,Console,Occasional Spender,6.0,48.4,83,19.75,0,8,2026-07-29,,0
5483,Mobile,Free-to-Play,2.8,0.0,10,0.0,0,46,2026-03-07,2026-03-13,1
5484,Mobile,Occasional Spender,11.8,37.2,40,7.62,0,21,2026-06-26,,0
5485,Mobile,Occasional Spender,5.0,33.1,39,6.55,0,13,2026-05-31,,0
5486,Mobile,Free-to-Play,0.7,0.0,38,0.0,0,52,2025-11-30,2025-12-06,1
5487,PC,Free-to-Play,4.6,20.5,46,0.0,1,47,2026-07-13,,0
5488,Mobile,Occasional Spender,6.4,34.1,54,43.35,1,27,2026-01-06,,0
5489,Mobile,Whale,6.8,36.9,73,359.24,0,16,2026-02-06,,0
5490,PC,Free-to-Play,4.6,36.5,77,0.0,0,19,2025-12-09,2025-12-10,1
5491,Mobile,Free-to-Play,6.7,17.1,29,0.0,0,24,2026-07-04,2026-07-16,1
5492,PC,Free-to-Play,6.7,9.1,57,0.0,1,27,2026-04-24,,0
5493,Mobile,Free-to-Play,4.6,9.3,45,0.0,0,0,2026-08-30,,0
5494,PC,Occasional Spender,0.0,17.9,28,9.43,1,56,2025-10-14,2025-11-15,1
5495,PC,Free-to-Play,7.5,33.7,58,0.0,0,31,2025-09-05,,0
5496,Mobile,Occasional Spender,0.0,20.4,0,1.6,0,25,2026-03-22,2026-04-13,1
5497,PC,Occasional Spender,4.3,7.1,11,1.74,1,42,2026-02-19,,0
5498,Mobile,Free-to-Play,13.9,46.5,50,0.0,1,7,2026-07-14,,0
5499,PC,Occasional Spender,3.9,0.1,0,16.83,0,31,2025-10-16,,0
5500,PC,Occasional Spender,2.6,12.4,51,1.32,0,31,2025-11-24,,0
5501,Mobile,Free-to-Play,4.4,14.2,54,0.0,1,20,2026-07-21,,0
5502,PC,Free-to-Play,3.7,22.3,24,0.0,0,33,2026-02-19,,0
5503,Console,Occasional Spender,10.1,56.0,82,80.4,1,7,2026-06-30,2026-07-14,1
5504,PC,Free-to-Play,7.2,20.3,63,0.0,0,26,2026-01-27,,0
5505,PC,Free-to-Play,5.3,4.8,27,0.0,1,23,2026-01-04,,0
5506,PC,Free-to-Play,7.5,18.5,49,0.0,0,23,2026-04-13,,0
5507,Mobile,Free-to-Play,8.9,27.1,57,0.0,1,22,2026-03-23,,0
5508,PC,Free-to-Play,7.8,32.2,26,0.0,0,43,2025-12-15,2025-12-19,1
5509,Console,Free-to-Play,9.3,31.3,55,0.0,1,22,2026-07-06,,0
5510,Mobile,Free-to-Play,12.1,48.7,74,0.0,0,32,2026-08-19,,0
5511,Mobile,Free-to-Play,6.6,21.2,48,0.0,0,15,2026-04-01,,0
5512,Mobile,Occasional Spender,0.0,7.5,13,3.13,1,49,2026-03-05,2026-03-18,1
5513,Mobile,Free-to-Play,6.2,19.8,0,0.0,1,38,2026-05-19,,0
5514,Mobile,Occasional Spender,8.3,24.6,66,12.08,0,35,2026-03-29,,0
5515,Mobile,Occasional Spender,0.0,1.6,0,0.99,0,48,2026-07-25,2026-07-30,1
5516,PC,Free-to-Play,10.4,34.6,83,0.0,0,10,2025-12-02,,0
5517,Mobile,Free-to-Play,7.1,31.3,75,0.0,0,15,2025-11-25,,0
5518,Mobile,Free-to-Play,10.9,31.3,38,0.0,0,6,2026-05-26,,0
5519,PC,Occasional Spender,5.7,6.9,18,14.45,0,25,2026-01-06,,0
5520,Mobile,Free-to-Play,6.5,25.7,72,0.0,0,22,2026-06-07,,0
5521,Mobile,Free-to-Play,7.1,30.0,47,0.0,1,28,2026-04-09,,0
5522,PC,Free-to-Play,3.2,16.4,14,0.0,1,32,2026-05-07,,0
5523,Console,Free-to-Play,4.7,29.3,79,0.0,1,6,2025-09-11,,0
5524,PC,Occasional Spender,1.4,19.7,22,26.18,0,42,2026-03-09,,0
5525,Mobile,Occasional Spender,5.1,20.9,17,11.0,1,3,2026-01-12,,0
5526,Mobile,Free-to-Play,3.1,20.3,43,0.0,0,16,2026-06-16,,0
5527,Console,Free-to-Play,4.8,26.1,13,0.0,1,11,2025-09-27,,0
5528,PC,Free-to-Play,10.9,20.7,64,0.0,0,24,2025-12-25,,0
5529,PC,Free-to-Play,6.8,48.5,35,0.0,1,19,2026-07-24,,0
5530,PC,Free-to-Play,7.0,12.5,34,0.0,0,44,2026-05-02,2026-05-08,1
5531,Mobile,Free-to-Play,5.0,30.1,49,0.0,1,20,2026-02-28,,0
5532,Mobile,Occasional Spender,10.5,33.0,33,18.54,1,14,2026-03-31,,0
5533,PC,Free-to-Play,4.3,28.0,35,0.0,1,30,2025-11-12,,0
5534,Console,Occasional Spender,10.7,28.7,49,12.98,0,20,2026-02-09,,0
5535,Mobile,Free-to-Play,6.0,17.7,60,0.0,0,28,2026-02-09,,0
5536,PC,Free-to-Play,8.9,26.4,63,0.0,1,17,2026-04-16,,0
5537,Mobile,Free-to-Play,3.1,24.6,60,0.0,0,35,2025-10-27,,0
5538,Console,Free-to-Play,4.1,27.9,32,0.0,0,9,2025-12-19,2026-02-07,1
5539,Mobile,Free-to-Play,7.3,18.8,19,0.0,0,30,2025-12-17,,0
5540,PC,Whale,0.6,21.2,38,15.76,0,28,2026-01-04,,0
5541,Mobile,Occasional Spender,14.8,35.9,71,9.16,1,3,2026-01-01,,0
5542,PC,Occasional Spender,3.7,1.6,37,36.12,0,36,2025-11-28,2025-12-28,1
5543,PC,Free-to-Play,7.8,31.6,62,0.0,0,5,2026-06-07,,0
5544,Mobile,Free-to-Play,4.7,30.2,27,0.0,0,35,2026-02-22,,0
5545,Console,Free-to-Play,11.6,32.2,33,0.0,1,21,2026-07-15,,0
5546,Console,Occasional Spender,7.6,23.2,42,17.22,0,55,2026-04-19,,0
5547,Console,Occasional Spender,3.4,13.8,22,11.42,1,39,2026-05-17,2026-06-03,1
5548,Mobile,Free-to-Play,5.4,22.9,31,0.0,0,26,2026-06-19,,0
5549,PC,Whale,2.2,12.6,41,17.71,1,39,2026-02-13,,0
5550,PC,Free-to-Play,4.5,0.0,14,0.0,1,34,2026-03-25,,0
5551,PC,Free-to-Play,7.2,31.3,26,0.0,0,25,2026-03-19,2026-03-30,1
5552,Mobile,Free-to-Play,2.5,6.4,5,0.0,0,28,2025-10-17,,0
5553,PC,Free-to-Play,14.5,26.8,70,0.0,1,0,2026-04-21,,0
5554,Mobile,Occasional Spender,3.5,8.4,21,20.32,0,38,2026-07-18,,0
5555,Mobile,Occasional Spender,0.0,8.8,0,16.89,0,49,2025-11-16,,0
5556,Mobile,Free-to-Play,0.0,0.0,28,0.0,0,45,2026-06-14,,0
5557,Mobile,Free-to-Play,2.4,0.9,17,0.0,0,47,2025-09-10,,0
5558,Mobile,Free-to-Play,0.4,24.3,21,0.0,1,45,2026-01-01,,0
5559,Mobile,Free-to-Play,8.0,11.6,55,0.0,1,6,2026-05-30,,0
5560,PC,Free-to-Play,7.6,42.0,58,0.0,0,4,2026-02-03,,0
5561,PC,Free-to-Play,7.0,8.1,40,0.0,1,40,2025-09-25,,0
5562,Mobile,Free-to-Play,3.7,16.5,56,0.0,0,25,2025-10-01,,0
5563,PC,Free-to-Play,7.2,24.5,64,0.0,0,9,2026-04-09,,0
5564,Console,Free-to-Play,3.0,4.6,37,0.0,0,31,2026-08-21,,0
5565,Console,Occasional Spender,10.5,29.1,49,41.45,1,29,2026-08-02,,0
5566,Console,Free-to-Play,5.9,34.2,11,0.0,0,43,2025-10-15,2025-11-05,1
5567,Console,Free-to-Play,11.9,34.7,47,0.0,0,3,2026-01-02,,0
5568,PC,Free-to-Play,7.5,33.0,26,0.0,1,28,2025-12-10,,0
5569,Console,Occasional Spender,14.1,25.6,89,54.42,1,0,2025-12-11,,0
5570,Console,Free-to-Play,3.5,12.7,44,0.0,1,38,2025-11-21,,0
5571,Mobile,Free-to-Play,7.9,31.1,33,0.0,0,26,2026-02-27,,0
5572,Console,Occasional Spender,8.1,27.6,33,12.87,0,27,2026-04-15,,0
5573,PC,Occasional Spender,10.0,46.5,55,14.89,0,23,2026-06-07,,0
5574,PC,Free-to-Play,10.2,44.1,73,0.0,1,23,2026-05-11,,0
5575,Console,Free-to-Play,10.9,52.8,53,0.0,0,0,2025-12-01,2025-12-31,1
5576,Mobile,Whale,0.4,29.2,0,229.03,1,35,2026-08-26,,0
5577,Mobile,Free-to-Play,6.1,13.1,22,0.0,1,49,2026-07-09,2026-07-17,1
5578,PC,Free-to-Play,4.8,2.4,0,0.0,1,52,2025-11-17,,0
5579,PC,Free-to-Play,3.8,21.5,37,0.0,0,33,2026-01-07,,0
5580,Console,Free-to-Play,0.0,0.0,13,0.0,0,41,2026-07-04,2026-07-27,1
5581,Console,Free-to-Play,0.7,11.7,38,0.0,0,47,2026-08-18,,0
5582,PC,Free-to-Play,9.5,10.7,40,0.0,0,37,2026-06-10,2026-06-16,1
5583,Console,Free-to-Play,0.4,5.0,21,0.0,1,37,2026-07-19,2026-07-24,1
5584,Mobile,Free-to-Play,7.4,19.0,46,0.0,0,28,2026-05-23,,0
5585,Console,Free-to-Play,3.1,15.9,0,0.0,1,33,2025-10-31,,0
5586,Mobile,Occasional Spender,8.5,48.2,80,5.33,0,2,2025-10-18,2025-10-24,1
5587,PC,Free-to-Play,7.3,3.3,27,0.0,0,26,2026-05-19,,0
5588,Mobile,Free-to-Play,0.4,36.1,18,0.0,1,34,2026-05-18,,0
5589,PC,Free-to-Play,10.9,26.8,47,0.0,1,19,2025-11-03,,0
5590,Mobile,Free-to-Play,2.2,7.8,7,0.0,1,47,2026-03-29,,0
5591,Mobile,Free-to-Play,0.0,0.0,19,0.0,1,38,2026-06-15,2026-07-02,1
5592,PC,Free-to-Play,8.7,11.4,26,0.0,0,29,2025-12-02,,0
5593,PC,Occasional Spender,7.2,28.4,35,12.22,1,22,2026-03-05,,0
5594,Mobile,Free-to-Play,4.4,22.2,27,0.0,0,29,2025-10-10,,0
5595,PC,Occasional Spender,6.3,33.7,44,21.78,0,0,2025-10-15,,0
5596,Mobile,Occasional Spender,7.5,45.3,79,22.21,0,4,2025-11-16,,0
5597,Mobile,Free-to-Play,14.7,18.0,44,0.0,0,12,2025-09-11,,0
5598,Mobile,Free-to-Play,7.3,35.1,76,0.0,0,12,2026-02-17,,0
5599,PC,Occasional Spender,7.9,55.4,82,42.07,1,0,2026-02-13,,0
5600,PC,Free-to-Play,9.3,43.2,46,0.0,1,20,2026-08-31,,0
5601,PC,Occasional Spender,5.7,35.4,68,93.06,0,7,2026-07-01,,0
5602,Console,Occasional Spender,1.5,30.4,15,32.56,0,36,2026-07-05,2026-08-11,1
5603,PC,Free-to-Play,4.6,0.0,0,0.0,0,25,2025-09-29,,0
5604,PC,Occasional Spender,9.7,22.5,48,25.32,1,3,2026-05-31,,0
5605,Console,Free-to-Play,7.5,50.5,56,0.0,0,11,2026-01-16,,0
5606,Mobile,Free-to-Play,8.8,38.6,66,0.0,0,26,2026-04-02,,0
5607,Mobile,Free-to-Play,7.0,27.5,56,0.0,0,21,2025-11-25,,0
5608,Mobile,Free-to-Play,11.0,41.4,88,0.0,1,5,2026-04-21,,0
5609,PC,Occasional Spender,1.2,3.5,6,42.52,1,29,2025-09-23,2025-10-09,1
5610,PC,Occasional Spender,3.8,22.6,30,6.81,0,18,2026-02-25,,0
5611,Mobile,Free-to-Play,6.9,33.5,81,0.0,0,17,2026-06-03,,0
5612,Console,Free-to-Play,7.1,33.5,30,0.0,1,19,2026-04-03,,0
5613,Console,Free-to-Play,3.3,0.0,0,0.0,1,49,2026-04-20,,0
5614,Mobile,Free-to-Play,10.7,35.5,42,0.0,0,29,2025-12-09,,0
5615,Mobile,Free-to-Play,3.2,15.4,34,0.0,0,21,2026-05-05,2026-05-08,1
5616,Mobile,Free-to-Play,5.1,20.6,48,0.0,0,18,2026-08-12,,0
5617,Mobile,Occasional Spender,5.7,35.5,50,1.69,0,9,2025-11-18,2025-11-22,1
5618,Console,Free-to-Play,13.8,53.1,60,0.0,1,17,2025-09-02,,0
5619,PC,Free-to-Play,1.0,32.8,4,0.0,1,48,2026-06-01,,0
5620,Mobile,Free-to-Play,5.2,27.6,29,0.0,0,17,2025-10-28,,0
5621,Mobile,Free-to-Play,7.3,23.9,47,0.0,0,28,2026-08-17,,0
5622,Mobile,Free-to-Play,3.8,14.5,38,0.0,1,46,2026-05-01,,0
5623,Mobile,Free-to-Play,5.1,27.5,78,0.0,0,18,2026-08-27,,0
5624,Mobile,Free-to-Play,10.6,24.6,62,0.0,1,22,2026-04-09,,0
5625,PC,Whale,3.6,22.3,1,379.2,1,54,2026-01-21,,0
5626,PC,Free-to-Play,5.9,0.0,23,0.0,0,37,2025-09-14,,0
5627,Console,Free-to-Play,9.2,26.0,54,0.0,1,25,2025-10-29,,0
5628,Mobile,Occasional Spender,10.0,37.3,44,82.15,1,1,2025-09-24,,0
5629,PC,Free-to-Play,5.3,0.0,16,0.0,0,50,2026-01-05,2026-01-15,1
5630,Mobile,Whale,8.6,17.2,1,76.47,0,33,2026-04-10,,0
